TaxpayerId,FullName,INN,TotalIncome,TotalTransactions,TotalTax
6052,Васильева Октябрина Адамович,100000006051,1841307.1,923.85486,104040.78
6053,Елисеев Кир Фокич,100000006052,1633233.6,802.7798,96175.77
6054,Маслов Варлаам Евсеевич,100000006053,699696.5,352.25748,43065.594
6055,Силина Валерия Вадимовна,100000006054,926910.6,465.5171,55304.17
6056,Фокин Назар Ермолаевич,100000006055,1377887.2,710.4237,81626.37
6057,Гордеев Вадим Гурьевич,100000006056,968235.1,481.42877,56490.51
6058,Кондратьева Орест Артемовна,100000006057,1272537.0,624.3175,74848.734
6059,Наумов Святополк Еремеевич,100000006058,1031984.1,521.82416,61098.86
6060,Дьячкова Клавдия Алексеевна,100000006059,1341841.9,675.11676,79750.61
6061,Петрова Иннокентий Тарасович,100000006060,2376338.5,1204.4674,139767.14
6062,Морозов Сергей Николаевна,100000006061,1192909.6,587.23267,72748.34
6063,Устинов Мокей Рудольфовна,100000006062,1390085.8,687.55853,81476.59
6064,Андреева Любовь Борисович,100000006063,1771027.6,883.92316,110505.56
6065,Лихачев Захар Вадимовна,100000006064,1556776.0,784.2439,91865.97
6066,Турова Аким Тихонович,100000006065,2556756.8,1291.9122,151161.75
6067,Воронцова Игнатий Филатович,100000006066,1250528.8,624.52936,73908.58
6068,Гришин Самсон Богдановна,100000006067,1829112.6,930.62463,106826.72
6069,Рябов Ангелина Ефстафьевич,100000006068,1820301.2,929.3336,104239.555
6070,Харитонов Гаврила Харитоновна,100000006069,1756535.0,873.2578,100609.414
6071,Боброва Борис Богданович,100000006070,1078172.4,534.07806,64622.387
6072,Куликова Давыд Глебович,100000006071,1024027.56,538.6589,62886.387
6073,Ситникова Селиван Вениаминовна,100000006072,1250672.1,601.7454,73126.42
6074,Чернов Борис Викторович,100000006073,1586472.2,814.4,91968.8
6075,Константинов Яков Харламович,100000006074,1215157.0,603.1722,71346.43
6076,Виноградова Мария Болеславовна,100000006075,2334867.5,1159.176,145908.8
6077,Некрасова Игорь Ануфриевич,100000006076,1182062.5,586.96454,68324.67
6078,Наумова Семен Димитриевич,100000006077,2006847.0,1005.5179,114122.49
6079,Бирюков Леонтий Павловна,100000006078,2016735.9,1010.82874,120785.28
6080,Муравьев Георгий Алексеевич,100000006079,1260178.4,627.1023,74128.26
6081,Носков Зинаида Богдановна,100000006080,1565375.9,773.31464,95465.24
6082,Полякова Орест Абрамович,100000006081,1945071.8,958.4273,112522.375
6083,Беляков Зоя Глебович,100000006082,1793113.4,897.5941,103714.97
6084,Лукина Феликс Тимуровна,100000006083,2556161.0,1293.5615,150283.0
6085,Смирнова Трифон Эдуардович,100000006084,2095004.2,1035.9362,123537.75
6086,Исаев Антонина Данилович,100000006085,1263401.1,638.96893,75603.56
6087,Носков Роман Мироновна,100000006086,960684.44,477.08655,58682.188
6088,Меркушев Софон Анатольевна,100000006087,928073.44,467.5625,54795.33
6089,Гришина Нонна Олеговна,100000006088,1256997.9,639.0403,76642.695
6090,Сорокин Василий Федосьевич,100000006089,898475.75,445.93408,52999.27
6091,Родионова Бажен Матвеевич,100000006090,891065.1,449.62927,53045.76
6092,Сидоров Регина Авдеевич,100000006091,1815484.8,925.54407,102576.07
6093,Марков Спиридон Робертовна,100000006092,750050.2,367.43884,47530.832
6094,Николаев Гурий Герасимович,100000006093,1302863.9,655.3696,78169.234
6095,Шашков Викентий Алексеевич,100000006094,2015670.6,1005.1064,114970.05
6096,Евсеева Парамон Эдгарович,100000006095,1790401.6,894.90894,104496.03
6097,Александров Ярослав Феликсовна,100000006096,1734493.4,879.78,101803.04
6098,Богданова Севастьян Викентьевич,100000006097,1999013.5,1012.3318,117881.61
6099,Галкина Трофим Федосеевич,100000006098,1421598.0,697.41345,85733.195
6100,Лаврентьев Авксентий Ерофеевич,100000006099,1772644.8,883.92316,110505.56
6101,Фролов Платон Ерофеевич,100000006100,1345102.6,674.2271,78243.625
6102,Суворова Евпраксия Егорович,100000006101,2318419.5,1123.7482,132478.0
6103,Виноградова Любомир Георгиевна,100000006102,2167736.0,1083.052,125251.91
6104,Брагина Мокей Богдановна,100000006103,1270218.5,633.65594,74396.414
6105,Маркова Григорий Викторович,100000006104,973457.1,504.01337,59011.918
6106,Савин Станимир Леоновна,100000006105,1042208.7,527.45056,64196.676
6107,Исаков Юрий Натановна,100000006106,1423834.4,726.15015,85808.22
6108,Кононов Спартак Викторовна,100000006107,838321.9,406.93085,49879.332
6109,Овчинников Савва Фомич,100000006108,1652890.1,843.2221,95859.74
6110,Гаврилов Максимильян Робертовна,100000006109,1072568.8,536.4797,61715.367
6111,Суворова Всемил Владленович,100000006110,1036105.9,534.58167,64962.652
6112,Богданова Людмила Яковлевна,100000006111,1377201.0,669.2437,79924.78
6113,Блохин Автоном Жоресович,100000006112,891889.4,455.1693,54889.38
6114,Щукин Денис Вилорович,100000006113,891708.44,453.6033,54889.38
6115,Субботин Артем Абрамович,100000006114,2545826.5,1257.669,147873.03
6116,Ефремов Клавдия Геннадиевич,100000006115,1150799.9,590.33185,70302.75
6117,Власов Ираида Богданович,100000006116,2533353.2,1254.4373,160770.34
6118,Комарова Ратмир Игнатович,100000006117,1197487.2,600.35895,71080.336
6119,Пономарев Аркадий Григорьевна,100000006118,2007621.1,1005.5179,114188.98
6120,Колобов Чеслав Владиленович,100000006119,1909814.8,947.8313,111971.74
6121,Кузьмин Милий Евгеньевна,100000006120,1716148.0,850.759,105135.875
6122,Баранова Зиновий Изотович,100000006121,1293578.4,632.95074,77287.11
6123,Матвеева Агафон Георгиевич,100000006122,1080447.0,538.4372,64403.03
6124,Хохлов Кондратий Юльевна,100000006123,928073.44,467.5625,54795.33
6125,Сазонова Парфен Владимировна,100000006124,948085.6,477.47205,58550.688
6126,Трофимова Лев Исидорович,100000006125,823397.3,421.1169,50132.914
6127,Дорофеева Тамара Трофимович,100000006126,1385720.0,708.991,82563.26
6128,Рожкова Ираклий Артемовна,100000006127,1743865.8,869.7289,99361.17
6129,Киселева Анастасия Игоревна,100000006128,968235.1,481.42877,56490.51
6130,Маслов Бажен Вениаминовна,100000006129,1762282.6,855.3538,101821.47
6131,Тимофеев Варфоломей Олеговна,100000006130,1728191.1,855.56683,109732.95
6132,Горбунов Климент Вячеславович,100000006131,891708.44,453.6033,54889.38
6133,Назаров Феоктист Бориславович,100000006132,1500770.1,744.30884,87056.83
6134,Максимов Станимир Валентиновна,100000006133,1189177.6,619.4624,72649.48
6135,Веселова Тамара Теймуразович,100000006134,1949617.9,986.447,115846.375
6136,Нестеров Фирс Сергеевна,100000006135,1533619.1,772.1959,89666.74
6137,Артемьева Христофор Викторовна,100000006136,1027206.75,526.5699,63581.28
6138,Жданов Нинель Георгиевна,100000006137,1511924.6,759.8395,87714.55
6139,Денисова Савватий Глебович,100000006138,1932318.0,974.4989,114326.945
6140,Ширяев Авдей Станиславовна,100000006139,1270218.5,633.65594,74396.414
6141,Суворов Ермолай Бенедиктович,100000006140,1820301.2,929.3336,104239.555
6142,Бобылева Юрий Виленович,100000006141,1086722.1,538.7555,62153.664
6143,Дмитриев Григорий Харламович,100000006142,1078172.4,534.07806,64622.387
6144,Мамонтова Август Захарьевич,100000006143,948180.6,476.06577,56089.438
6145,Степанов Антонин Викентьевич,100000006144,963462.0,468.18167,58701.656
6146,Соловьева Потап Федосьевич,100000006145,1647016.9,818.507,99160.56
6147,Казакова Савва Зиновьевич,100000006146,700212.9,348.1045,43754.137
6148,Елисеев Сидор Романовна,100000006147,1657851.9,840.5437,100793.48
6149,Фролов Иларион Артемовна,100000006148,1770210.9,886.80035,110493.97
6150,Устинов Наркис Степановна,100000006149,1392985.6,703.2328,83909.49
6151,Мамонтов Лариса Харламович,100000006150,2345569.8,1155.6925,144930.53
6152,Рогов Леонтий Александровна,100000006151,1260178.4,627.1023,74128.26
6153,Калашников Тарас Артурович,100000006152,1391373.5,694.68463,82802.38
6154,Вишнякова Эрнест Гордеевич,100000006153,2015360.1,1003.88104,114970.05
6155,Колобова Гурий Евгеньевна,100000006154,1794373.5,897.5941,103714.97
6156,Пахомова Клавдий Натановна,100000006155,1341145.4,678.1213,79799.62
6157,Дмитриев Поликарп Артемовна,100000006156,1488883.6,753.9905,86893.97
6158,Доронин Селиван Макаровна,100000006157,1814915.6,909.69165,109473.16
6159,Моисеева Ипатий Леоновна,100000006158,960684.44,477.08655,58682.188
6160,Журавлев Федосий Феодосьевич,100000006159,1081177.6,540.1645,64221.887
6161,Большакова Милен Вячеславович,100000006160,1827346.9,932.54755,102618.375
6162,Васильев Михей Фролович,100000006161,838321.9,406.93085,49879.332
6163,Воронцова Дарья Изотович,100000006162,806568.4,411.46698,49696.97
6164,Архипова Парамон Гордеевич,100000006163,1658824.8,856.7018,93136.52
6165,Сидорова Федот Геннадиевич,100000006164,1262774.8,627.77155,76709.39
6166,Фадеев Мстислав Вячеславович,100000006165,2092608.1,1057.9126,125685.086
6167,Белозерова Ольга Августович,100000006166,1843404.6,928.80414,106093.89
6168,Карпов Пров Иосипович,100000006167,1298050.6,628.4212,73139.21
6169,Воробьева Евлампий Абрамович,100000006168,1210005.4,625.95514,73750.76
6170,Лазарева Леонид Игнатович,100000006169,1260178.4,627.1023,74128.26
6171,Пономарев Модест Димитриевич,100000006170,2035710.1,1006.59937,124102.586
6172,Новикова Агап Вячеславовна,100000006171,1790401.6,894.90894,104496.03
6173,Некрасов Ананий Ждановна,100000006172,1197487.2,600.35895,71135.24
6174,Хохлов Анастасия Харлампович,100000006173,1698362.6,854.31836,101146.57
6175,Евсеев Аникей Матвеевна,100000006174,1707902.1,864.0192,100169.9
6176,Горбунова Ипполит Елизарович,100000006175,1658874.8,814.9495,97011.266
6177,Егорова Арефий Борисовна,100000006176,973457.1,504.01337,59011.918
6178,Агафонова Амвросий Никифоровна,100000006177,1382982.1,694.93445,80914.89
6179,Шашкова Савва Вячеславовна,100000006178,1820165.4,898.46295,110609.47
6180,Дмитриева Радован Эдгардович,100000006179,1405363.0,720.7004,84462.08
6181,Коновалов Савватий Робертовна,100000006180,1028483.25,507.52753,60058.09
6182,Мамонтова Анжелика Рубеновна,100000006181,922981.7,465.11438,54871.4
6183,Андреева Василий Алексеевич,100000006182,1267808.0,638.0774,75490.14
6184,Гришин Алексей Геннадиевна,100000006183,1377201.0,669.2437,79924.78
6185,Корнилова Любовь Витальевич,100000006184,2015670.6,1004.8208,114970.05
6186,Кудряшова Нина Вячеславович,100000006185,1345856.0,670.028,79974.34
6187,Фадеева Влас Архипович,100000006186,1993590.9,984.5312,118789.74
6188,Дьячков Виссарион Антонович,100000006187,1306096.4,657.7279,76171.625
6189,Белозеров Алина Мироновна,100000006188,2272029.2,1152.9148,139720.86
6190,Ильин Лонгин Богданович,100000006189,1027206.75,526.5699,63526.37
6191,Гришина Тихон Елисеевич,100000006190,1067666.6,527.772,64873.176
6192,Артемьева Евлампий Ивановна,100000006191,2783623.2,1379.3131,159168.11
6193,Максимова Нинель Аверьянович,100000006192,1303518.1,646.702,75953.984
6194,Харитонов Евгения Жоресович,100000006193,1263401.1,638.96893,75603.56
6195,Зыкова Лора Власович,100000006194,1584010.4,803.44403,93855.32
6196,Щукина Фрол Ниловна,100000006195,1086722.1,538.7555,62153.664
6197,Сысоева Михей Ярославович,100000006196,1017114.44,505.46365,59171.375
6198,Новиков Виктория Трофимович,100000006197,1208335.5,619.48285,71111.41
6199,Щукин Галина Кузьминична,100000006198,1435682.6,720.772,86278.86
6200,Ильин Артемий Георгиевич,100000006199,1357094.9,647.26184,76403.8
6201,Муравьева Синклитикия Юлианович,100000006200,1120889.1,574.23346,67023.74
6202,Анисимов Надежда Евстигнеевич,100000006201,2034816.9,1007.5031,118763.66
6203,Сергеев Дементий Феофанович,100000006202,1842444.9,902.17255,108356.32
6204,Беляев Кирилл Вячеславовна,100000006203,1031030.2,519.9494,61098.86
6205,Афанасьев Зинаида Юльевич,100000006204,1500770.1,744.30884,87056.83
6206,Зыков Дементий Евгеньевна,100000006205,1473655.6,748.9032,90616.98
6207,Михеева Авдей Ефстафьевич,100000006206,2476273.5,1222.2954,146175.34
6208,Хохлов Феликс Иларионович,100000006207,1067666.6,527.772,64946.01
6209,Фролов Матвей Фролович,100000006208,1708023.0,848.63873,99785.164
6210,Яковлева Ирина Афанасьевич,100000006209,2086287.9,1003.75104,119813.56
6211,Степанова Ростислав Афанасьевич,100000006210,1182318.2,585.6069,72953.48
6212,Жуков Будимир Гавриилович,100000006211,1122404.6,561.0063,67689.336
6213,Трофимова Боян Гаврилович,100000006212,1822706.6,903.6918,110062.91
6214,Калашников Харлампий Даниловна,100000006213,963987.2,497.2539,58773.977
6215,Пестова Адриан Святославовна,100000006214,1244996.2,597.6763,72596.13
6216,Ширяев Автоном Григорьевич,100000006215,843020.3,437.14368,53533.945
6217,Петухова Мстислав Фокич,100000006216,1074168.8,539.88885,64519.15
6218,Сорокин Мария Денисович,100000006217,1426823.9,725.0556,84062.85
6219,Горбачев Екатерина Ефимовна,100000006218,1246718.1,626.9984,73882.68
6220,Бурова Евграф Робертовна,100000006219,2151344.5,1086.8495,128216.6
6221,Лукина Нинель Васильевич,100000006220,1570309.8,792.02386,93800.89
6222,Орехов Аполлинарий Тарасович,100000006221,1185836.2,594.7727,71788.305
6223,Кудряшова Конон Вячеславович,100000006222,1366044.0,700.9607,83038.375
6224,Наумов Вышеслав Богдановна,100000006223,1260178.4,627.1023,74128.26
6225,Евдокимов Остромир Давидович,100000006224,1565375.9,773.31464,95465.24
6226,Шубина Евгений Егорович,100000006225,891708.44,453.6033,54889.38
6227,Вишнякова Евстигней Вячеславович,100000006226,1319659.6,670.8768,81220.266
6228,Капустин Исидор Матвеевна,100000006227,1727976.2,862.3217,104928.35
6229,Бобылев Капитон Бенедиктович,100000006228,1009396.7,511.84424,61043.223
6230,Смирнова Мина Васильевна,100000006229,1894848.2,940.0804,114642.35
6231,Артемьев Милен Сергеевна,100000006230,1598926.4,811.96576,92633.7
6232,Тимофеева Станимир Филимонович,100000006231,928073.44,467.5625,54795.33
6233,Федосеева Акулина Леоновна,100000006232,1236091.9,615.9844,71036.266
6234,Зимина Данила Алексеевич,100000006233,1391504.2,697.3044,87894.7
6235,Стрелкова Фотий Теймуразович,100000006234,1575176.1,800.24786,92325.48
6236,Никифоров Тимофей Болеславовна,100000006235,1070362.6,540.0986,64218.945
6237,Гаврилов Клавдия Феодосьевич,100000006236,1074069.5,545.61456,61388.793
6238,Шубин Анжела Харитоновна,100000006237,1657851.9,840.5437,100793.48
6239,Колесникова Константин Глебович,100000006238,1067847.6,529.4808,64946.01
6240,Зимин Кира Юлианович,100000006239,1180754.1,584.78735,68324.67
6241,Гусева Октябрина Тимуровна,100000006240,2301917.5,1138.2295,137220.58
6242,Беляков Будимир Якубович,100000006241,1642765.2,787.1042,94528.055
6243,Ермакова Епифан Дорофеевич,100000006242,1221143.4,609.269,72299.84
6244,Кудряшов Руслан Дорофеевич,100000006243,1860118.2,908.14026,112328.55
6245,Голубев Виктор Ярославович,100000006244,1061499.8,551.0015,64474.266
6246,Александрова Акулина Гаврилович,100000006245,1341145.4,678.1213,79799.62
6247,Селиверстов Вышеслав Фролович,100000006246,2174424.5,1066.7466,133808.97
6248,Лазарева Любомир Марсович,100000006247,1381878.8,680.77783,79841.266
6249,Алексеева Наркис Игоревна,100000006248,1756889.9,870.2568,99387.78
6250,Медведева Ананий Захарьевич,100000006249,1086722.1,538.7555,62153.664
6251,Котова Василий Дмитриевна,100000006250,1083134.6,537.52246,61985.715
6252,Терентьев Авксентий Владиленович,100000006251,1208103.5,618.4472,71021.47
6253,Одинцов Савелий Игнатьевич,100000006252,1357324.6,651.4102,75526.08
6254,Муравьев Анжелика Бориславович,100000006253,1070362.6,540.0986,64218.945
6255,Давыдов Мирон Ефремович,100000006254,1477743.5,721.84155,87788.27
6256,Большаков Руслан Альбертовна,100000006255,1272537.0,624.3175,74848.734
6257,Давыдов Прасковья Адамович,100000006256,2007157.5,1008.6975,114122.49
6258,Шашков Яков Филиппович,100000006257,2027901.5,985.4144,123634.93
6259,Никитина Фирс Макаровна,100000006258,1797295.2,918.05383,105799.39
6260,Беспалов Наина Трифонович,100000006259,1018115.75,515.51874,62054.652
6261,Блохин Илья Димитриевич,100000006260,1995936.5,1039.7472,123269.625
6262,Воронова Мстислав Валериевна,100000006261,2015360.1,1003.88104,114970.05
6263,Муравьев Святополк Кузьминична,100000006262,1180754.1,584.78735,68379.586
6264,Брагин Ладимир Анатольевич,100000006263,2789281.0,1356.9583,173360.48
6265,Меркушева Игорь Рудольфовна,100000006264,1943222.0,975.103,114326.945
6266,Рожкова Сильвестр Борисович,100000006265,1297442.4,662.37714,77716.91
6267,Одинцов Парфен Степановна,100000006266,1574139.4,788.45056,99293.21
6268,Беляков Флорентин Трифонович,100000006267,1608290.4,808.5143,92628.56
6269,Никитина Алексей Владиславович,100000006268,1823782.2,930.4344,102584.41
6270,Васильева Гурий Ефимович,100000006269,699696.5,352.25748,43065.594
6271,Евсеева Эдуард Матвеевна,100000006270,1396628.0,699.012,85545.305
6272,Бурова Станислав Герасимович,100000006271,1571116.6,794.70917,90852.19
6273,Гущина Ферапонт Рубеновна,100000006272,1561493.9,768.3666,90067.9
6274,Матвеев Владислав Ильинична,100000006273,1377201.0,669.2437,79924.78
6275,Харитонов Аполлинарий Бенедиктович,100000006274,1182062.5,586.96454,68324.67
6276,Орехов Тамара Викторович,100000006275,1185836.2,594.7727,71788.305
6277,Исаева Милан Фокич,100000006276,2345569.8,1155.6925,144930.53
6278,Вишняков Григорий Фокич,100000006277,1260178.4,627.1023,74128.26
6279,Смирнов Василиса Виленович,100000006278,1221143.4,609.269,72299.84
6280,Власов Дементий Ефимьевич,100000006279,1197487.2,600.35895,71080.336
6281,Горбачев Болеслав Гаврилович,100000006280,1148155.0,580.35486,67595.27
6282,Воронов Елизар Феодосьевич,100000006281,2179799.8,1084.7512,129147.484
6283,Королев Мария Демьянович,100000006282,1992490.2,982.17847,123851.47
6284,Тимофеев Елизавета Анатольевна,100000006283,1816421.2,910.6155,108632.72
6285,Кулакова Фёкла Марсович,100000006284,930492.3,467.18875,55982.09
6286,Кузнецов Самсон Владиленович,100000006285,1399115.8,708.55566,81313.37
6287,Пахомов Варлаам Харитонович,100000006286,1017114.44,505.46365,59171.375
6288,Ильина Жанна Тимурович,100000006287,1196591.8,578.7632,66788.16
6289,Гаврилова Еремей Харитонович,100000006288,806568.4,411.46698,49696.97
6290,Денисова Назар Яковлевна,100000006289,1387853.4,710.4237,82423.77
6291,Гущин Лариса Демьянович,100000006290,1473576.4,743.96893,85150.75
6292,Хохлова Валерий Терентьевич,100000006291,1806177.4,898.82135,108723.82
6293,Сидоров Лукьян Рудольфовна,100000006292,1197668.2,601.7539,71080.336
6294,Рожкова Всеволод Трифонович,100000006293,1027206.75,526.5699,63526.37
6295,Ермакова Макар Еремеевич,100000006294,1500770.1,744.30884,87056.83
6296,Нестерова Евдокия Николаевна,100000006295,1260178.4,627.1023,74128.26
6297,Комиссарова Парамон Владиславовна,100000006296,1221143.4,609.269,72299.84
6298,Устинов Творимир Артёмович,100000006297,1027206.75,526.5699,63526.37
6299,Шубин Селиван Кузьминична,100000006298,1768304.5,881.391,103328.61
6300,Селезнева Фрол Адрианович,100000006299,1547183.2,767.0165,91655.336
6301,Зуев Ювеналий Вячеславович,100000006300,1313883.2,660.4929,80261.6
6302,Шилова Измаил Исидорович,100000006301,1422843.4,718.3155,84165.33
6303,Владимиров Матвей Юлианович,100000006302,1080615.5,541.36273,64805.91
6304,Агафонова Август Геннадиевна,100000006303,1383118.2,712.3347,82419.01
6305,Полякова Полина Тихонович,100000006304,812041.8,405.6707,50075.8
6306,Красильникова Бажен Ждановна,100000006305,823397.3,421.1169,50132.914
6307,Рыбаков Всеслав Эдуардович,100000006306,1817924.5,916.03937,104914.664
6308,Мельников Аникей Гордеевич,100000006307,955531.7,498.41235,57877.844
6309,Елисеев Платон Бенедиктович,100000006308,826071.5,411.28223,49338.324
6310,Ларионов Нестор Ивановна,100000006309,1855809.8,937.6714,112446.78
6311,Денисов Парамон Вилорович,100000006310,995656.4,508.4028,60389.652
6312,Ермаков Леонтий Терентьевич,100000006311,1556776.0,784.2439,91811.06
6313,Давыдова Светозар Александрович,100000006312,1500770.1,744.30884,87056.83
6314,Галкин Пантелеймон Вячеславович,100000006313,1306096.4,657.7279,76171.625
6315,Большаков Никон Леонидовна,100000006314,2275186.5,1149.651,136438.56
6316,Павлова Вацлав Фролович,100000006315,1557550.2,784.2439,91822.66
6317,Калашникова Борис Изотович,100000006316,891708.44,453.6033,54944.285
6318,Афанасьева Наталья Бориславович,100000006317,2783623.2,1379.3131,159179.7
6319,Миронова Онуфрий Феликсовна,100000006318,1316714.4,664.1409,78207.79
6320,Кабанова Агап Владиславович,100000006319,1629090.4,821.98224,99206.55
6321,Кабанов Владимир Вадимовна,100000006320,1620972.8,806.3242,100187.49
6322,Петрова Нестор Леоновна,100000006321,963987.2,497.2539,58773.977
6323,Буров Автоном Чеславович,100000006322,1244996.2,597.6763,72596.13
6324,Суханова Дарья Трифонович,100000006323,1465219.0,753.74963,85444.07
6325,Сазонов Ульяна Антипович,100000006324,1373203.1,697.1833,83225.65
6326,Кошелев Парамон Дорофеевич,100000006325,1054294.4,534.76697,64702.363
6327,Селезнева Алевтина Валентинович,100000006326,968235.1,481.42877,56490.51
6328,Жукова Радим Юлианович,100000006327,1442063.9,707.3567,86648.86
6329,Кононов Эмилия Харламович,100000006328,1533619.1,773.60443,89662.85
6330,Третьякова Марк Алексеевна,100000006329,1483368.9,741.4593,92534.63
6331,Меркушева Михаил Брониславович,100000006330,1500770.1,744.30884,87056.83
6332,Кириллова Денис Федосьевич,100000006331,1189177.6,619.4624,72649.48
6333,Беляева Светлана Теймуразович,100000006332,2532194.0,1254.4373,160594.38
6334,Фадеева Евдокия Артурович,100000006333,1134342.8,564.8697,66205.555
6335,Петухов Аверьян Игоревич,100000006334,1061499.8,551.0015,64474.266
6336,Русакова Лидия Вениаминовна,100000006335,1909814.8,947.06287,111971.74
6337,Михеев Евстафий Якубович,100000006336,1145186.0,585.734,70895.484
6338,Кулагина Юрий Николаевна,100000006337,1877804.1,944.5355,112532.5
6339,Комиссарова Радован Феодосьевич,100000006338,1066602.8,517.32367,60200.406
6340,Белов Ростислав Еремеевич,100000006339,928073.44,467.5625,54795.33
6341,Федоров Виталий Эдгардович,100000006340,812041.8,405.6707,50075.8
6342,Русаков Михей Анисимович,100000006341,1053638.0,532.07385,63237.492
6343,Брагина Эммануил Леоновна,100000006342,1028483.25,507.52753,60058.09
6344,Гришин Ипполит Федосьевич,100000006343,1070362.6,540.0986,64218.945
6345,Муравьев Евдокия Ерофеевич,100000006344,824932.6,419.69684,51209.176
6346,Наумова Аким Аскольдовна,100000006345,1872801.8,927.4813,113447.445
6347,Лукин Денис Ерофеевич,100000006346,1560310.5,782.63153,92302.375
6348,Кулаков Панкратий Аверьянович,100000006347,1197487.2,600.35895,71080.336
6349,Рожков Любосмысл Ефимович,100000006348,2535678.5,1240.4064,162283.94
6350,Анисимова Анатолий Владиславовна,100000006349,1150799.9,590.33185,70302.75
6351,Цветков Мир Олеговна,100000006350,2472308.5,1225.4005,146609.64
6352,Богданов Твердислав Павловна,100000006351,891708.44,453.6033,54889.38
6353,Вишняков Ипат Всеволодович,100000006352,1712611.0,840.31537,109279.734
6354,Романов Творимир Богданович,100000006353,1547183.2,767.0165,91655.336
6355,Максимов Милица Виленович,100000006354,2011737.6,1006.62524,116381.984
6356,Калинина Семен Феликсович,100000006355,1448405.2,729.42175,86781.71
6357,Корнилова Кир Изотович,100000006356,1574139.4,788.45056,99293.21
6358,Меркушева Ратмир Львовна,100000006357,1832690.4,925.7773,103078.98
6359,Осипова Илья Юрьевна,100000006358,1663237.5,848.8731,96445.1
6360,Никонова Наталья Юльевна,100000006359,699696.5,352.25748,43065.594
6361,Богданова Филарет Фокич,100000006360,1028483.25,507.52753,60058.09
6362,Федоров Бажен Зиновьевич,100000006361,922981.7,465.11438,54871.4
6363,Кононов Андрей Виленович,100000006362,1642931.6,825.8716,90167.28
6364,Журавлева Мария Егоровна,100000006363,1428891.5,691.0082,82090.2
6365,Юдина Варлаам Тарасович,100000006364,1182062.5,586.96454,68324.67
6366,Васильева Марфа Артурович,100000006365,1197487.2,600.35895,71080.336
6367,Муравьев Алина Робертовна,100000006366,1394042.0,700.4857,84953.664
6368,Елисеев Панфил Трифонович,100000006367,2014167.9,984.73376,120710.39
6369,Соловьев Доброслав Робертовна,100000006368,2472308.5,1225.4005,146433.67
6370,Копылов Марина Ивановна,100000006369,2027901.5,985.9337,123634.93
6371,Панфилова Богдан Феликсович,100000006370,1771027.6,883.92316,110560.45
6372,Пестова Виктор Тимуровна,100000006371,2759765.2,1378.8715,158639.19
6373,Блинов Филимон Дорофеевич,100000006372,1182318.2,585.6069,72953.48
6374,Кошелев Яков Якубович,100000006373,1381878.8,680.77783,79841.266
6375,Орлова Илья Макаровна,100000006374,1822918.5,903.6918,110062.91
6376,Ефремова Антип Марсович,100000006375,1382982.1,694.93445,80914.89
6377,Романова Савватий Григорьевич,100000006376,1663237.5,848.8731,96445.1
6378,Некрасова Поликарп Елизарович,100000006377,898475.75,445.93408,52999.27
6379,Михеева Зинаида Семеновна,100000006378,963462.0,468.18167,58701.656
6380,Давыдов Кирилл Юлианович,100000006379,947715.25,473.43213,58885.703
6381,Громова Аникита Викторовна,100000006380,1423301.5,713.65967,82327.71
6382,Лаврентьев Дмитрий Кузьминична,100000006381,1302863.9,655.3696,78169.234
6383,Ермаков Ким Абрамович,100000006382,1849436.8,925.1197,107027.55
6384,Авдеев Емельян Аверьянович,100000006383,1134342.8,564.8697,66205.555
6385,Сафонова Павел Игоревна,100000006384,1210005.4,625.95514,73750.76
6386,Осипов Кир Евстигнеевич,100000006385,2105112.5,1041.6182,124163.39
6387,Стрелков Эммануил Тимофеевна,100000006386,2277531.2,1146.4802,140906.08
6388,Турова Александра Жоресович,100000006387,1061499.8,551.0015,64419.36
6389,Григорьев Ефрем Давидович,100000006388,1712611.0,840.31537,109279.734
6390,Петров Лора Зиновьевич,100000006389,2493099.0,1230.9056,146473.84
6391,Зуев Арсений Геннадиевна,100000006390,1194407.8,611.8052,71395.08
6392,Игнатьев Милица Натановна,100000006391,1297442.4,662.37714,77716.91
6393,Журавлева Родион Валентиновна,100000006392,1398628.8,692.27026,84446.57
6394,Одинцов Александра Владиславовна,100000006393,1609913.8,810.8485,91587.11
6395,Прохоров Тит Терентьевич,100000006394,1017114.44,505.46365,59171.375
6396,Селиверстов Федосий Авдеевич,100000006395,916221.56,474.60226,55043.957
6397,Зимин Матвей Жоресович,100000006396,806568.4,411.46698,49696.97
6398,Шубин Прокл Вилорович,100000006397,955531.7,498.41235,57877.844
6399,Стрелков Октябрина Эдуардович,100000006398,1647880.0,821.10333,90653.37
6400,Гаврилов Твердислав Матвеевна,100000006399,1858860.4,941.85425,113235.34
6401,Александров Евгения Терентьевич,100000006400,1551625.5,787.1774,91822.66
6402,Панфилов Олимпий Александрович,100000006401,1727834.9,853.25476,109540.086
6403,Коновалова Филимон Артурович,100000006402,1210005.4,625.95514,73750.76
6404,Дмитриева Севастьян Артемовна,100000006403,1492446.6,738.3874,89200.83
6405,Пахомов Борис Глебович,100000006404,1221143.4,609.269,72299.84
6406,Михеева Тарас Исидорович,100000006405,1341841.9,675.11676,80691.25
6407,Кошелев Кузьма Рубеновна,100000006406,1533619.1,771.42737,89717.76
6408,Евдокимов Радислав Константиновна,100000006407,1511924.6,759.8395,87714.55
6409,Колобов Амвросий Витальевич,100000006408,1974521.1,980.5033,123407.72
